code,type,floor,isin,status,companyName,companyNameEng,shortName,shortNameEng,listedDate,companyId,taxCode,delistedDate,indexCode
,STOCK,OTC,,OTC,Doanh nghiệp Tư nhân Thương mại Thảo Nguyên,,,,,11976,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư và Phát triển Hòa Bình - HBI,,,,,11983,,,
,STOCK,OTC,,OTC,Công ty cổ phần An Viên,,,,,11988,,,
,STOCK,OTC,,OTC,Công ty cổ phần Tân Phú Long,,,,,11997,,,
,STOCK,OTC,,OTC,Công ty cổ phần Toàn Gia Thịnh,,,,,12004,,,
VIETRACIMEX,STOCK,OTC,,OTC,Tổng Công ty Cổ phần Thương mại Xây dựng,,,,,4735,,,
,STOCK,OTC,,OTC,Công ty cổ phần Du lịch Sài Gòn - Hàm Tân,,,,,12029,,,
CTE,STOCK,OTC,,OTC,Công ty Cổ phần Hạ tầng viễn thông CMC,,,,,4769,,,
,STOCK,OTC,,OTC,Công ty cổ phần Xây dựng Thương mại và Dịch vụ Ngọc Hầu,,,,,12059,,,
,STOCK,OTC,,OTC,Công ty cổ phần Cơ khí Xây dựng Đại Mỗ - Coma 6,,,,,12063,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Phát triển Gia Định - GDI,,,,,12067,,,
,STOCK,OTC,,OTC,Công ty cổ phần Tập đoàn Sông Đà Nhật Nam,,,,,14528,,,
,STOCK,OTC,,OTC,Công ty cổ phần Kỹ nghệ và Hạ tầng Telin,,,,,12091,,,
,STOCK,OTC,,OTC, Công ty cổ phần Thiết bị Xây dựng An Phong,,,,,14538,,,
,STOCK,OTC,,OTC,Công ty cổ phần Mỹ Phát,,,,,12109,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại Đầu tư và Xuất Nhập khẩu An Phú,,,,,5911,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại Phương Nam,,,,,12129,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Hà Phú Riverland,,,,,14599,,,
,STOCK,OTC,,OTC,Công ty cổ phần VBIC Sơn La,,,,,5948,,,
,STOCK,OTC,,OTC,Công ty TNHH Hyundai RNC Hà Tây,,,,,12186,,,
,STOCK,OTC,,OTC,CTCP Địa Ốc Thành Nam và Nam Long Group,,,,,12214,,,
,STOCK,OTC,,OTC,Công ty TNHH Giải Pháp VNTT,,,,,14702,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thiết bị và Công nghệ Eco Việt Nam,,,,,14720,,,
,STOCK,OTC,,OTC,Công ty cổ phần hạ tầng Omega Fortune,,,,,14743,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đất Xanh Bắc Miền Trung,,,,,6286,,,
,STOCK,OTC,,OTC,CTCP Điện nước và Phòng cháy chữa cháy VINA2,,,,,14789,,,
,STOCK,OTC,,OTC,CTCP In Thanh Niên,,,,,6303,,,
,STOCK,OTC,,OTC,"Công ty cổ phần thương mại & tư vấn đấu thầu, thẩm định giá",,,,,14842,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tiếp Vận Thành Long,,,,,8862,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tín Nghĩa Phương Đông,,,,,8868,,,
,STOCK,OTC,,OTC,Kim To Group,,,,,13470,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tư vấn Đầu tư môi trường Hạ tầng Lạc Việt,,,,,8909,,,
,STOCK,OTC,,OTC,CÔNG TY TNHH MTV TRUNG TÂM PHÂN PHỐI TRANSIMEX,,,,,6355,,,
,STOCK,OTC,,OTC,Công ty TNHH bất động sản Tam Đức,,,,,12242,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây dựng Thương mại Sài Gòn 5,,,,,12274,,,
GENIMEX,STOCK,OTC,,OTC,Công ty Lâm sản và Xuất nhập khẩu tổng hợp Bình Dương ,Genimex Corporation,,,,1489,3700145729,,
,STOCK,OTC,,OTC,CÔNG TY TNHH MTV BẤT ĐỘNG SẢN TRANSIMEX,,,,,6356,,,
DNG,STOCK,OTC,,OTC,Công ty cổ phần Lắp máy điện nước và Xây dựng,,,,,4052,0103000072,,
,STOCK,OTC,,OTC,CTCP Dịch vụ địa ốc Phú Quý Miền Đông,,,,,13847,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Toàn Mỹ Miền Trung,,,,,13959,,,
,STOCK,OTC,,OTC,Tập đoàn Shintoshi – Nhật Bản,,,,,12387,,,
,STOCK,OTC,,OTC,CTCP Xây Dựng Mới,,,,,12416,,,
VIETLOTT,STOCK,OTC,,OTC,Công ty TNHH MTV Xổ số điện toán Việt Nam,,,,,10096,0105993965,,
VLGF,IFC,OTC,,OTC,Công ty TNHH Quản lý quỹ SSI,,,,,2177,,,
VIBF,STOCK,OTC,,OTC,Quỹ Đầu tư Cân bằng Tuệ Sáng VinaCapital,,,,,10322,,,
,STOCK,OTC,,OTC,Công Ty Địa Ốc Đất Thịnh Vượng,,,,,12573,,,
,STOCK,OTC,,OTC,Tập đoàn Prime Group,,,,,12578,,,
,STOCK,OTC,,OTC,Phú Hoàng Investment,,,,,12612,,,
,STOCK,OTC,,OTC,công ty TNHH Phát triển Đô thị và Xây dựng 379,,,,,12653,,,
,STOCK,OTC,,OTC,Công Ty CP Địa Ốc Kim Thi,,,,,13267,,,
BVHL,STOCK,OTC,,OTC,Tổng Công ty Bảo Việt Nhân thọ,,,,,2350,0102641429,,
GEM,STOCK,OTC,,OTC,Công ty Cổ phần Vật tư Tổng hợp Thành phố Hồ Chí Minh,,,GEMEXIM,,10682,,,
,STOCK,OTC,,OTC,Công ty TNHH Xuất nhập khẩu Châu Tuấn,,,,,13301,,,
TBLF,IFC,OTC,,OTC,Công ty Cổ phần Quản lý quỹ Đầu tư SGI,SGI Capital Management Joint Stock Company,,,,2433,,,
,STOCK,OTC,,OTC,Chi cục tài chính doanh nghiệp Thành phố,,,,,912,,,
,STOCK,OTC,,OTC,Công ty Cổ phần THỰC PHẨM QUỐC TẾ,INTERFOOD SHAREHOLDING COMPANY,,,,935,,,
,STOCK,OTC,,OTC,CTCP Phát triển nhà và đô thị Thành Công,,,,,13416,,,
,STOCK,OTC,,OTC,CTCP Phân phối hàng tiêu dùng PAN,,,,,14058,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tư vấn và Đầu tư Bắc Kinh,Kinh Bac Investment and Consultant Corporation,Tư vấn và Đầu tư Bắc Kinh,,,1178,,,
,STOCK,OTC,,OTC,Công đoàn SeABank,,,,,14090,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ và Kinh doanh BĐS Hà Nội,,,,,7226,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Định Vị Tiên Phong,,,,,7260,,,
BSHC,STOCK,OTC,,OTC,Công ty Cổ phần Bông Sen ,,,,,3355,0303609880,,
VNSC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán VINA ,Vina Securities Joint Stock Company,,,,3455,0102122617,,
NVSC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán NAVIBANK,,,,,3602,0102751333,,
ATSC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán An Thành,AnThanh Securities.JSC,,,,3626,0102548959,,
CMFC,STOCK,OTC,,OTC,Công ty Cổ phần Tài chính Xi măng,,,,,3740,,,
EXIMLAND,STOCK,OTC,,OTC,Công ty Cổ phần Bất Động Sản EXIM,,,,,3801,0305323291,,
SNTB,STOCK,OTC,,OTC,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,,,,,3926,4200638781,,
VTIC,STOCK,OTC,,OTC,Công ty Cổ phần Công nghiệp Vĩnh Tường,,,,,3929,0304075529,,
HIS,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư và Kinh doanh thương mại Vinaconex,,,,,4062,0500563586,,
KSG,STOCK,OTC,,OTC,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Gia Lai,,,,,4081,,,
,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY LẮP THÀNH PHỒ CẦN THƠ,,,,,1884,,,
,STOCK,OTC,,OTC,Công ty Xây dựng số 6,,,,,1888,,,
,STOCK,OTC,,OTC,CTCP Siba Food Việt Nam,,,,,14104,,,
,STOCK,OTC,,OTC,Công ty cổ phần Xây dựng giao thông và vận tải Cần Thơ,,,,,1898,,,
,STOCK,OTC,,OTC,CTCP Đầu Tư Kinh Doanh Bất Động Sản Đất Phát Corp,,,,,13436,,,
,STOCK,OTC,,OTC,Công ty cổ phần Khách sạn Phan Thiết,,,,,1937,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Hầm Hô,,,,,7296,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Sài Gòn Đông Hà,,,,,7302,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Vật liệu xây dựng 323 ,,,,,2059,,,
,STOCK,OTC,,OTC,CTCP Everland An Giang,,,,,14187,,,
,STOCK,OTC,,OTC,CTCP BĐS Lộc Phát,,,,,13455,,,
,STOCK,OTC,,OTC,Ủy ban nhân dân tỉnh Nghệ An,,,,,2086,,,
,STOCK,OTC,,OTC,Công ty cổ phần Bất động sản Điện lực Sài Gòn VINA (EVN Land SaiGon),,,,,2500,,,
,STOCK,OTC,,OTC,Công ty cổ phần xây dựng và phát triển đô thị Châu Đức,CHAU DUC Construction and urban development joint stock company,,,,14189,,,
,STOCK,OTC,,OTC,Tổng công ty Cơ điện Xây dựng Nông nghiệp và Thủy lợi,,,,,2534,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tập đoàn VIT,,,,,13566,,,
,STOCK,OTC,,OTC,CTCP Công nghệ giáo dục Lớp học mới,,,,,14243,,,
,STOCK,OTC,,OTC,Deutsche Asset Management (Asia) Limited,,,,,2588,,,
,STOCK,OTC,,OTC,Công ty Cổ phần ICD Nam Hải,,,,,7433,,,
,STOCK,OTC,,OTC,Công ty TNHH Taivas,,,,,14277,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khách sạn Thái Nguyên - VVMI,,,,,7447,,,
,STOCK,OTC,,OTC,Công ty Bảo hiểm BIDV,,,,,2712,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khai thác & Phát triển Kho vận tải Tân Tạo,,,,,7450,,,
,STOCK,OTC,,OTC,Công đoàn CTCP Vận tải xăng dầu đường thủy Petrolimex,,,,,13637,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Kinh doanh BĐS Thái Bình,,,,,7493,,,
,STOCK,OTC,,OTC,Mot East Wing Vietnam Limited,,,,,2833,,,
,STOCK,OTC,,OTC,CTCP Điện gió Thăng Long Hướng Sơn 1,,,,,14022,,,
,STOCK,OTC,,OTC,CTCP Giao thông xây dựng đô thị Hà Nội,,,,,12650,,,
,STOCK,OTC,,OTC,H.C. Starck Tungsten GmbH,,,,,14523,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Landcom,,,,,12686,,,
,STOCK,OTC,,OTC,Kreves Land Vina,,,,,12719,,,
,STOCK,OTC,,OTC,Công ty TNHH The Sunrise Bay,,,,,12721,,,
,STOCK,OTC,,OTC,CTCP SPM.INVEST,,,,,12767,,,
VTOTHN,STOCK,OTC,,OTC,Công ty Cổ phần Vận tải ô tô Hà Nam,,,,,1190,,,
,STOCK,OTC,,OTC,CTCP Đầu tư và Xây dựng A.T.A,,,,,12893,,,
,STOCK,OTC,,OTC,Công ty TNHH Du lịch Khách sạn Phúc Đạt,,,,,12895,,,
XDTLCSHT,STOCK,OTC,,OTC,Công ty Cổ phần Xây dựng Thủy lợi và Cơ sở hạ tầng,,,,,1208,,,
VNANIMA,STOCK,OTC,,OTC,Công ty TNHH MTV Hãng phim Hoạt hình Việt Nam,,,,,4599,0100109924,,
ELECTROLUX,STOCK,OTC,,OTC,CÔNG TY TNHH ELECTROLUX VIỆT NAM,,,,,10240,,,
HUMCO,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN HUM,,,,,10250,,,
THONGNHAT,STOCK,OTC,,OTC,Công ty TNHH MTV Thống Nhất,,,,,4655,1200103773,,
,STOCK,OTC,,OTC,CTCP Xuân Quang,,,,,12917,,,
,STOCK,OTC,,OTC,Công ty Cổ phần APG Energy Nghệ An,,,,,14577,,,
PCTIENGIANG,STOCK,OTC,,OTC,CÔNG TY ĐIỆN LỰC TIỀN GIANG,,,,,10293,,,
,STOCK,OTC,,OTC,Công ty TNHH Việt Dũng,,,,,13002,,,
SEHC,STOCK,OTC,,OTC,CÔNG TY TNHH ĐIỆN TỬ SAMSUNG HCMC CE COMPLEX,,,,,10308,,,
SSDS,STOCK,OTC,,OTC,CÔNG TY TNHH SAMSUNG SDS GSCL VIỆT NAM,,,,,10315,,,
,STOCK,OTC,,OTC,Công ty TNHH tiếp vận Đà Nẵng,,,,,7971,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây lắp Đô thị Ninh Hòa,,,,,14718,,,
CDV,STOCK,OTC,,OTC,Công ty Cổ phần Tư vấn đầu tư và Thiết kế xây dựng Việt Nam,,,,,10475,0100106112,,
,STOCK,OTC,,OTC,Công ty TNHH Điện tử DLG Ansen,,,,,14728,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Gigagoods,,,,,14752,,,
CGDPS,STOCK,OTC,,OTC,Công ty TNHH MTV Dịch vụ công ích huyện Cần Giờ,,,,,10609,,,
MYTHOURBAN,STOCK,OTC,,OTC,Công ty TNHH MTV Công trình đô thị Mỹ Tho,,,,,10620,,,
VABIOTECH,STOCK,OTC,,OTC,Công ty TNHH MTV Vắc xin và sinh phẩm y tế số 1,,,,,10633,,,
BRV,STOCK,OTC,,OTC,Công ty cổ phần Bia rượu nước giải khát Viger,,,,,14066,2600103843,,
,STOCK,OTC,,OTC,Công ty CP Xây dựng và Phát triển Hạ tầng kỹ thuật Hà Nam,,,,,13295,,,
,STOCK,OTC,,OTC,Công Ty TNHH MTV Dịch Vụ và Xây Dựng Gia Thịnh,,,,,13303,,,
,STOCK,OTC,,OTC,Công ty TNHH Bất động sản Meridian,,,,,13305,,,
,STOCK,OTC,,OTC,Ngân hàng TNHH MTV Ngoại thương Việt Nam tại Lào,,,,,8186,,,
,STOCK,OTC,,OTC,Công ty TNHH TMĐT Ngôi Nhà Thế Kỷ ,,,,,14809,,,
,STOCK,OTC,,OTC,CTCP Cen Housing,,,,,14829,,,
,STOCK,OTC,,OTC,CTCP địa ốc Bình Tây,,,,,13363,,,
,STOCK,OTC,,OTC,Công ty TNHH Vietnam Beverage,,,,,5739,,,
,STOCK,OTC,,OTC,Công ty TNHH Bệnh Viện Đa Khoa Tư Nhân An Sinh,,,,,5744,,,
,STOCK,OTC,,OTC,CTCP Siêu Thị Vật liệu Xây Dựng Thế Giới Nhà,,,,,5816,,,
,STOCK,OTC,,OTC,CTCP Đầu tư & Phát triển Bất động sản Thái Dương,,,,,13373,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư & Phát triển Nhà ở Đông Sài Gòn,,,,,13375,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tổng Công ty MBLAND,,,,,6058,,,
,STOCK,OTC,,OTC,Công ty TNHH Xây dựng Quang Thành,,,,,6064,,,
,STOCK,OTC,,OTC,Trung tâm lưu ký và thanh toán bù trừ,,,,,135,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hưng Thịnh Land,,,,,6070,,,
SACABREW,STOCK,OTC,,OTC,Công ty Cổ phần Bia Sài Gòn Cần Thơ,SAIGON - CANTHO BEER JOINT STOCK COMPANY,,,,507,,,
TRALAS,STOCK,OTC,,OTC,"Nhà máy Sản xuất, lắp ráp và đóng mới ô tô Tra-Las",,,,,2931,,,
HLUE,STOCK,OTC,,OTC,Công ty Môi trường Đô thị Hạ Long,,,,,2939,,,
,STOCK,OTC,,OTC,Công ty bao bì Nam Hà,,,,,316,,,
BOSCH,STOCK,OTC,,OTC,CÔNG TY TNHH BOSCH VIỆT NAM,,,,,10224,,,
,STOCK,OTC,,OTC,XN cơ điện  - XD nông nghiệp Tam Kì,,,,,324,,,
,STOCK,OTC,,OTC,Công ty TNHH luks xi măng Huế,,,,,328,,,
,STOCK,OTC,,OTC,Công ty CP Bất động sản An Gia Lập Nghiệp,,,,,13635,,,
CTNBT,STOCK,OTC,,OTC,Công ty Cấp thoát nước Bình Thuận,,,BTWASECO,,2944,,,
,STOCK,OTC,,OTC,Tổng Công ty Dầu Khí Việt Nam ,,,,,392,,,
QHPLUS,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN QH PLUS,,,,,10300,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Bất động sản Prime Land,,,,,6484,,,
,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN PHƯƠNG ĐÔNG GROUP,,,,,13885,,,
,STOCK,OTC,,OTC,Công ty TNHH Gas Petrolimex Hải Phòng,,,,,573,,,
BPIJ,STOCK,OTC,,OTC,BinhPhu INVEST.JSC,Binh Phu Investment joint stock company,,,,1002,0300407614,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hạt Giống TSC,,,,,6529,,,
,STOCK,OTC,,OTC,Công ty xuất nhập khẩu xi măng,,,,,600,,,
,STOCK,OTC,,OTC,PVD overseas,,,,,13917,,,
,STOCK,OTC,,OTC,Công ty TNHH Lê Phan,,,,,652,,,
,STOCK,OTC,,OTC,Công ty CP Cơ điện Phục Hưng,,,,,13939,,,
,STOCK,OTC,,OTC,Công ty TNHH Cao su Ea H’leo BM,,,,,6622,,,
CNX,STOCK,OTC,,OTC,Công ty Cổ phần Công nghệ và Tư vấn CIC,,,,,10561,,,
VNMETF,ETF,OTC,,OTC,Quỹ ETF VanEck Vietnam,VanEck Vietnam ETF,,,,3182,,,
,STOCK,OTC,,OTC,Đại lý hàng hải Vũng Tàu,,,,,683,,,
,STOCK,OTC,,OTC,CTCP xây dựng phát triển hạ tầng Bình Thuận,,,,,716,,,
,STOCK,OTC,,OTC,Công ty vàng bạc đá quý Sài Gòn - SJC,,,,,819,,,
,STOCK,OTC,,OTC,Bưu điện Thành phố Hồ Chí Minh,,,,,826,,,
,STOCK,OTC,,OTC,Công ty TNHH Phát triển Cao su Phước Hòa Kampong Thom,,,,,6695,,,
,STOCK,OTC,,OTC,Công ty Bảo hiểm BIDV Lào Cai,,,,,6742,,,
LVSC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán LPBank,,,,,3618,0309312029,,
VNIS,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán Công nghiệp Việt Nam ,,,,,3622,0102879157,,
,STOCK,OTC,,OTC,Công ty BVTV Sài Gòn- Cambodia,,,,,6757,,,
,STOCK,OTC,,OTC,Tổng công ty cổ phần Vật tư Nông nghiệp Nghệ An,,,,,14017,,,
,STOCK,OTC,,OTC,Công ty Cổ phần ẩm thực Hà Nội,,,,,6782,,,
,STOCK,OTC,,OTC,Tập đoàn Công nghiệp Tàu thủy Việt Nam,,,,,1361,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư và Phát triển vận tải,,,,,1363,,,
,STOCK,OTC,,OTC,Citigroup Global Market LTD,,,,,1458,,,
VTTMDTQG,STOCK,OTC,,OTC,Công ty Cổ phần Vận tải và Thương mại dự trữ quốc gia,,,TCNR,,1193,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bảo Hiểm HALCOM,,,,,6806,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bất động sản ANVIE Hội An,,,,,6808,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây dựng Sông Lô,,,,,14139,,,
,STOCK,OTC,,OTC,NAM DINH WATRANCO,,,,,1990,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bất động sản Sông Mã,,,,,6826,,,
,STOCK,OTC,,OTC,VBF Holding AG,,,,,14191,,,
,STOCK,OTC,,OTC,"Bridger Horizon VietNam Parners, L.P",,,,,2226,,,
,STOCK,OTC,,OTC,Công ty cổ phần VINACAM,,,,,2268,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bia Hà Nội - Quảng Trị,,,,,6873,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Cảng Nam Đình Vũ,,,,,6915,,,
,STOCK,OTC,,OTC,CTCP Đầu tư và Phát triển BĐS Thành Vinh,,,,,14499,,,
,STOCK,OTC,,OTC,CTCP Magnolia Investment,,,,,14502,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư và Xây dựng Long Việt,,,,,7103,,,
,STOCK,OTC,,OTC,CTCP Tư vấn Xây dựng CIC Nam Việt,,,,,10663,,,
,STOCK,OTC,,OTC,Công ty TNHH cho thuê Ô tô An Hòa Phát,,,,,14619,,,
,STOCK,OTC,,OTC,Công ty cổ phần Khách sạn Trí Đức,,,,,11679,,,
,STOCK,OTC,,OTC,Công ty Cổ phần du lịch Xanh Nha Trang,,,,,7312,,,
,STOCK,OTC,,OTC,Công ty TNHH Thủy sản công nghệ cao AQUATEX BENTRE,,,,,14866,,,
,STOCK,OTC,,OTC,Công ty Cổ phần EHULA,,,,,7341,,,
,STOCK,OTC,,OTC,Công ty TNHH Nông nghiệp Đồng Nai - VinEco,,,,,7819,,,
,STOCK,OTC,,OTC,Doanh nghiệp tư nhân Thanh Lam,,,,,3854,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Kim Cương,,,,,3861,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hoa Sen Hội Vân,,,,,7416,,,
VPBFC_CCTG_15188,IFC,OTC,,OTC,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG VIỆT NAM THỊNH VƯỢNG SMBC,VPBANK SMBC FINANCE COMPANY LIMITED,FECREDIT,FECREDIT,,15065,0102180545,,
,STOCK,OTC,,OTC,Công ty Cổ phần Kết Cấu thép Xây dựng,,,,,7443,,,
,STOCK,OTC,,OTC,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,,,,,9586,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV 120 Armephaco,,,,,9590,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khoáng sản Meco (MecoM),,,,,7472,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Cơ khí,,,,,9638,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV cơ khí và xây dựng,,,,,9647,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV cơ khí xây dựng,,,,,9649,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV công nghệ Tiến Trung Sơn La,,,,,9655,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Cung ứng và Nhân lực VNSTEEL,,,,,9660,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Lâm nghiệp Trường Thành,,,,,7523,,,
,STOCK,OTC,,OTC,Công ty Cổ phần LICOGI18.7,,,,,7548,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Đầu tư Văn Phú - Resort Lộc Bình,,,,,9681,,,
,STOCK,OTC,,OTC,Công ty Cổ phần May Bình Định,,,,,7587,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Dịch vụ và Công nghiệp Trường Tuyền,,,,,9703,,,
,STOCK,OTC,,OTC,Công ty Cổ phần May Đông Mỹ Hanosimex,,,,,7593,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV GELEX Land,,,,,9714,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Khảo sát Thiết kế Xây dựng Điện 1 (MTV1),,,,,9747,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Kiều hối Ngân hàng Sài Gòn Thương Tín,,,,,9757,,,
,STOCK,OTC,,OTC,CTCP Hoàn Lộc Việt,,,,,4293,,,
,STOCK,OTC,,OTC,Công ty cổ phần Finway,,,,,4300,,,
,STOCK,OTC,,OTC,Công ty Cổ phần PAN-HULIC,,,,,7729,,,
,STOCK,OTC,,OTC,Công ty Cổ phần PET Quốc tế,,,,,7733,,,
,STOCK,OTC,,OTC,Công ty TNHH TM & DV An Phúc Thịnh,,,,,4356,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Tài nguyên MaSan Thái Nguyên,,,,,9836,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thương mại đầu tư bất động sản An Phát,,,,,4377,,,
,STOCK,OTC,,OTC,Công ty CP Đầu tư Nguyên Giáp,,,,,4383,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phát triển Phú Mỹ,,,,,7771,,,
,STOCK,OTC,,OTC,CTCP Vật tư KTNN Bắc Giang,,,,,4402,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phục vụ mặt đất Hà Nội,,,,,7794,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV TM - DV Thiên Long Toàn Cầu,,,,,9880,,,
,STOCK,OTC,,OTC,Công ty Cổ phần PT ĐT & KCN Cao su VN,,,,,7803,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Tư vấn và Dịch vụ kỹ thuật VSH,,,,,9900,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Vận tải biển Ngôi sao xanh,,,,,9904,,,
,STOCK,OTC,,OTC,Công ty TNHH AAI Quốc tế,,,,,4489,,,
,STOCK,OTC,,OTC,Công ty TNHH Phát triển Công nghiệp KSB,,,,,7847,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Vipico,,,,,9932,,,
,STOCK,OTC,,OTC,"Bộ Văn hóa, Thể thao và Du lịch",,,,,4517,,,
,STOCK,OTC,,OTC,Probus Oppotunities,,,,,4579,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây lắp hóa chất,,,,,9970,,,
,STOCK,OTC,,OTC,Tập đoàn Chevalier (Hồng Kông),,,,,4640,,,
,STOCK,OTC,,OTC,CTCP Da Sài Gòn,,,,,4645,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư xây dựng Tân Liên Phát,,,,,4663,,,
,STOCK,OTC,,OTC,Công ty TNHH Vĩnh Hiệp,,,,,4673,,,
,STOCK,OTC,,OTC,CTCP Đầu tư và xây dựng giao thông Phương Thành,,,,,4675,,,
,STOCK,OTC,,OTC,Công ty TNHH Quản lý Đầu tư H&H,,,,,4749,,,
,STOCK,OTC,,OTC,Trường Đại học Tân Tạo,,,,,4751,,,
,STOCK,OTC,,OTC,Công ty TNHH Bình Khánh,,,,,4763,,,
,STOCK,OTC,,OTC,PFA Asset Management,,,,,4765,,,
,STOCK,OTC,,OTC,Công ty TNHH Sico Đồng Bằng,,,,,7894,,,
,STOCK,OTC,,OTC,FTF - Templeton Global Emerging Markets Fund,,,,,4787,,,
,STOCK,OTC,,OTC,Công ty cổ phần An Hiền,,,,,4789,,,
,STOCK,OTC,,OTC,Công ty TNHH Sudico Thăng Long,,,,,7901,,,
,STOCK,OTC,,OTC,Công ty TNHH SX NLG Việt Nhật Vũng Áng,,,,,7906,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tư vấn xây dựng Công trình Giao thông 2,,,,,14292,,,
,STOCK,OTC,,OTC,Công ty Xăng dầu Hà Sơn Bình,,,,,8091,,,
,STOCK,OTC,,OTC,Công tyb Cổ phần Kiến trúc Cảnh quan Cotana Green,,,,,8116,,,
,STOCK,OTC,,OTC,CT TNHH ĐT&PT BĐS CQ89,,,,,8131,,,
,STOCK,OTC,,OTC,Công ty TNHH Tường Long,,,,,5233,,,
,STOCK,OTC,,OTC,CTCP ADOP Việt Nam,,,,,10500,,,
,STOCK,OTC,,OTC,CT TNHH Sài Gòn Gôn,,,,,8142,,,
,STOCK,OTC,,OTC,CTCP Blue Point,,,,,5297,,,
,STOCK,OTC,,OTC,CTCP Tư vấn AGI & DDC,,,,,10543,,,
,STOCK,OTC,,OTC,Công ty TNHH Quản lý và phát triển Gia Khánh,,,,,10548,,,
